type,name,res_id,src,value
wizard_field,"res.partner.spam_send_2,init,name3",0,File name 3,Nom fitxer 3
wizard_field,"res.partner.spam_send_2,init,name1",0,File name 1,Nom fitxer 1
wizard_field,"res.partner.spam_send_2,init,subject",0,Subject,Assumpte
wizard_view,"res.partner.spam_send_2,init",0,Mass Mailing,Envia email
wizard_view,"res.partner.spam_send_2,init",0,Attached files:,Fixers adjunts:
wizard_view,"res.partner.spam_send_2,init",0,Message:,Missatge:
wizard_view,"res.partner.spam_send_2,init",0,The following tags can be included in the message. They will be replaced to the corresponding values of each partner contact:,El missatge pot contenir les següents marques. Seran reemplaçades amb els valors corresponents de cada contacte de l'empresa:
wizard_view,"res.partner.spam_send_2,init",0,[[partner_id]] -> Partner name,[[partner_id]] -> Nom de l'empresa
wizard_view,"res.partner.spam_send_2,init",0,[[name]] -> Contact name,[[name]] -> Nom del contacte
wizard_view,"res.partner.spam_send_2,init",0,[[function]] -> Function,[[function]] -> Càrrec
wizard_view,"res.partner.spam_send_2,init",0,[[title]] -> Title,[[title]] -> Títol
wizard_view,"res.partner.spam_send_2,init",0,[[street]] -> Street,[[street]] -> Carrer
wizard_view,"res.partner.spam_send_2,init",0,[[street2]] -> Street 2,[[street2]] -> Carrer 2
wizard_view,"res.partner.spam_send_2,init",0,[[zip]] -> Zip code,[[zip]] -> Codi postal
wizard_view,"res.partner.spam_send_2,init",0,[[city]] -> City,[[city]] -> Ciutat
wizard_view,"res.partner.spam_send_2,init",0,[[state_id]] -> State,[[state_id]] -> Província
wizard_view,"res.partner.spam_send_2,init",0,[[country_id]] -> Country,[[country_id]] -> País
wizard_view,"res.partner.spam_send_2,init",0,[[email]] -> Email,[[email]] -> Email
wizard_view,"res.partner.spam_send_2,init",0,[[phone]] -> Phone,[[phone]] -> Telèfon
wizard_view,"res.partner.spam_send_2,init",0,[[fax]] -> Fax,[[fax]] -> Fax
wizard_view,"res.partner.spam_send_2,init",0,[[mobile]] -> Mobile,[[mobile]] -> Mòbil
wizard_view,"res.partner.spam_send_2,init",0,[[birthdate]] -> Birthday,[[birthdate]] -> Data de naixement
wizard_button,"res.partner.spam_send_2,init,end",0,Cancel,Cancel·la
wizard_button,"res.partner.spam_send_2,init,send",0,Send Email,Envia email
wizard_field,"res.partner.spam_send_2,send,email_sent",0,Quantity of Emails sent,Número d'emails enviats
wizard_view,"res.partner.spam_send_2,send",0,Mass Mailing,Envia email
wizard_button,"res.partner.spam_send_2,send,end",0,End,Fi

wizard_field,"res.partner.address.sms_send,init,default",0,Only send to default addresses,Només enviar a contactes per defecte
wizard_field,"res.partner.address.sms_send,init,text",0,SMS Message,Missatge SMS
wizard_field,"res.partner.address.sms_send,init,app_id",0,API ID,Ident. API
wizard_field,"res.partner.address.sms_send,init,email_http",0,Email connection,Email de connexió
wizard_field,"res.partner.address.sms_send,init,user",0,Login,Login
wizard_field,"res.partner.address.sms_send,init,password",0,Password,Password
wizard_field,"res.partner.address.sms_send,init,email",0,Sender's email,Email remitent
wizard_view,"res.partner.address.sms_send,init",0,SMS - Gateway: clickatell,Passarel·la de SMS via clickatell
wizard_view,"res.partner.address.sms_send,init",0,Bulk SMS send,Envia SMS
wizard_view,"res.partner.address.sms_send,init",0,Message:,Missatge:
wizard_view,"res.partner.address.sms_send,init",0,The following tags can be included in the message. They will be replaced to the corresponding values of each partner contact:,El missatge pot contenir les següents marques. Seran reemplaçades amb els valors corresponents de cada contacte de l'empresa:
wizard_view,"res.partner.address.sms_send,init",0,[[partner_id]] -> Partner name,[[partner_id]] -> Nom de l'empresa
wizard_view,"res.partner.address.sms_send,init",0,[[name]] -> Contact name,[[name]] -> Nom del contacte
wizard_view,"res.partner.address.sms_send,init",0,[[function]] -> Function,[[function]] -> Càrrec
wizard_view,"res.partner.address.sms_send,init",0,[[title]] -> Title,[[title]] -> Títol
wizard_view,"res.partner.address.sms_send,init",0,[[street]] -> Street,[[street]] -> Carrer
wizard_view,"res.partner.address.sms_send,init",0,[[street2]] -> Street 2,[[street2]] -> Carrer 2
wizard_view,"res.partner.address.sms_send,init",0,[[zip]] -> Zip code,[[zip]] -> Codi postal
wizard_view,"res.partner.address.sms_send,init",0,[[city]] -> City,[[city]] -> Ciutat
wizard_view,"res.partner.address.sms_send,init",0,[[state_id]] -> State,[[state_id]] -> Província
wizard_view,"res.partner.address.sms_send,init",0,[[country_id]] -> Country,[[country_id]] -> País
wizard_view,"res.partner.address.sms_send,init",0,[[email]] -> Email,[[email]] -> Email
wizard_view,"res.partner.address.sms_send,init",0,[[phone]] -> Phone,[[phone]] -> Telèfon
wizard_view,"res.partner.address.sms_send,init",0,[[fax]] -> Fax,[[fax]] -> Fax
wizard_view,"res.partner.address.sms_send,init",0,[[mobile]] -> Mobile,[[mobile]] -> Mòbil
wizard_view,"res.partner.address.sms_send,init",0,[[birthdate]] -> Birthday,[[birthdate]] -> Data de naixement
wizard_button,"res.partner.address.sms_send,init,end",0,Cancel,Cancel·la
wizard_button,"res.partner.address.sms_send,init,send",0,Send SMS,Envia SMS
wizard_field,"res.partner.address.sms_send,send,sms_sent",0,Quantity of SMS sent,Número de SMS enviats
wizard_view,"res.partner.address.sms_send,send",0,SMS,Envia SMS
wizard_button,"res.partner.address.sms_send,send,end",0,End,Fi

wizard_field,"res.partner.sms_send_2,init,default",0,Only send to default addresses,Només enviar a contactes per defecte
wizard_field,"res.partner.sms_send_2,init,text",0,SMS Message,Missatge SMS
wizard_field,"res.partner.sms_send_2,init,app_id",0,API ID,Ident. API
wizard_field,"res.partner.sms_send_2,init,email_http",0,Email connection,Email de connexió
wizard_field,"res.partner.sms_send_2,init,user",0,Login,Login
wizard_field,"res.partner.sms_send_2,init,password",0,Password,Password
wizard_field,"res.partner.sms_send_2,init,email",0,Sender's email,Email remitent
wizard_view,"res.partner.sms_send_2,init",0,SMS - Gateway: clickatell,Passarel·la de SMS via clickatell
wizard_view,"res.partner.sms_send_2,init",0,Bulk SMS send,Envia SMS
wizard_view,"res.partner.sms_send_2,init",0,Message:,Missatge:
wizard_view,"res.partner.sms_send_2,init",0,The following tags can be included in the message. They will be replaced to the corresponding values of each partner contact:,El missatge pot contenir les següents marques. Seran reemplaçades amb els valors corresponents de cada contacte de l'empresa:
wizard_view,"res.partner.sms_send_2,init",0,[[partner_id]] -> Partner name,[[partner_id]] -> Nom de l'empresa
wizard_view,"res.partner.sms_send_2,init",0,[[name]] -> Contact name,[[name]] -> Nom del contacte
wizard_view,"res.partner.sms_send_2,init",0,[[function]] -> Function,[[function]] -> Càrrec
wizard_view,"res.partner.sms_send_2,init",0,[[title]] -> Title,[[title]] -> Títol
wizard_view,"res.partner.sms_send_2,init",0,[[street]] -> Street,[[street]] -> Carrer
wizard_view,"res.partner.sms_send_2,init",0,[[street2]] -> Street 2,[[street2]] -> Carrer 2
wizard_view,"res.partner.sms_send_2,init",0,[[zip]] -> Zip code,[[zip]] -> Codi postal
wizard_view,"res.partner.sms_send_2,init",0,[[city]] -> City,[[city]] -> Ciutat
wizard_view,"res.partner.sms_send_2,init",0,[[state_id]] -> State,[[state_id]] -> Província
wizard_view,"res.partner.sms_send_2,init",0,[[country_id]] -> Country,[[country_id]] -> País
wizard_view,"res.partner.sms_send_2,init",0,[[email]] -> Email,[[email]] -> Email
wizard_view,"res.partner.sms_send_2,init",0,[[phone]] -> Phone,[[phone]] -> Telèfon
wizard_view,"res.partner.sms_send_2,init",0,[[fax]] -> Fax,[[fax]] -> Fax
wizard_view,"res.partner.sms_send_2,init",0,[[mobile]] -> Mobile,[[mobile]] -> Mòbil
wizard_view,"res.partner.sms_send_2,init",0,[[birthdate]] -> Birthday,[[birthdate]] -> Data de naixement
wizard_button,"res.partner.sms_send_2,init,end",0,Cancel,Cancel·la
wizard_button,"res.partner.sms_send_2,init,send",0,Send SMS,Envia SMS
wizard_field,"res.partner.sms_send_2,send,sms_sent",0,Quantity of SMS sent,Número de SMS enviats
wizard_view,"res.partner.sms_send_2,send",0,SMS,Envia SMS
wizard_button,"res.partner.sms_send_2,send,end",0,End,Fi

model,"ir.model,name",0,report.pagesize,
model,"ir.model,name",0,report.label.manufacturer,
model,"ir.model,name",0,report.label,
field,"report.label,rows",0,Number of Rows,Núm. files
field,"report.label,name",0,Name,Nom
field,"report.label,label_height",0,Label Height,Altura etiqueta
help,"report.label,label_height",0,Numeric value ended with the unit (cm or in). For example 29.7cm or 11in,Valor numèric acabat amb la unitat (cm o in). Per exemple 29.7cm o 11in
field,"report.label,label_width",0,Label Width,Amplada etiqueta
help,"report.label,label_width",0,Numeric value ended with the unit (cm or in). For example 29.7cm or 11in,Valor numèric acabat amb la unitat (cm o in). Per exemple 29.7cm o 11in
field,"report.label,pagesize_id",0,Page Size,Format pàgina
field,"report.label,cols",0,Number of Columns,Núm. columnes
field,"report.label,width_incr",0,Width Increment,Increment horitzontal
help,"report.label,width_incr",0,Width between start positions of 2 labels. Numeric value ended with the unit (cm or in). For example 29.7cm or 11in,Amplada entre l'inici de 2 etiquetes. Valor numèric acabat amb la unitat (cm o in). Per exemple 29.7cm o 11in
field,"report.label,margin_top",0,Top Margin,Marge superior
help,"report.label,margin_top",0,Numeric value ended with the unit (cm or in). For example 29.7cm or 11in,Valor numèric acabat amb la unitat (cm o in). Per exemple 29.7cm o 11in
field,"report.label,margin_left",0,Left Margin,Marge esquerre
help,"report.label,margin_left",0,Numeric value ended with the unit (cm or in). For example 29.7cm or 11in,Valor numèric acabat amb la unitat (cm o in). Per exemple 29.7cm o 11in
field,"report.label,height_incr",0,Height Increment,Increment vertical
help,"report.label,height_incr",0,Height between start positions of 2 labels. Numeric value ended with the unit (cm or in). For example 29.7cm or 11in,Altura entre l'inici de 2 etiquetes. Valor numèric acabat amb la unitat (cm o in). Per exemple 29.7cm o 11in
field,"report.label,manufacturer_id",0,Manufacturer,Fabricant
field,"report.label,landscape",0,Landscape,Horitzontal
help,"report.label,landscape",0,No check -> Portrait. Check -> Landscape,No seleccionat -> Vertical. Seleccionat -> Horitzontal
field,"report.label,description",0,Description,Descripció
field,"report.label.manufacturer,name",0,Name,Nom
field,"report.pagesize,width",0,Width,Amplada
help,"report.pagesize,width",0,"Numeric width of the page ended with the unit (cm or in). For example, A4 is 21cm and letter is 8.5in","Valor numèric de l'amplada de la pàgina acabat amb la unitat (cm o in). Per exemple, A4 és 21cm i letter és 8.5in"
field,"report.pagesize,name",0,Name,Nom
field,"report.pagesize,height",0,Height,Altura
help,"report.pagesize,height",0,"Numeric height of the page ended with the unit (cm or in). For example, A4 is 29.7cm and letter is 11in","Valor numèric de l'altura de la pàgina acabat amb la unitat (cm o in). Per exemple, A4 és 29.7cm i letter és 11in"
view,report.pagesize,0,Page Sizes,Formats de pàgina
view,report.pagesize,0,Page Sizes,Formats de pàgina
view,report.label,0,Label Formats,Formats d'etiqueta
view,report.label,0,Label Formats,Formats d'etiqueta

wizard_view,"res.partner.address.label,notify_bottom",0,Notification,Avís
wizard_view,"res.partner.address.label,notify_bottom",0,Printer bottom margin bigger than (bottom label margin + label height). Try again.,Marge inferior de la impressora és més gran que (marge inferior de l'etiqueta + altura etiqueta). Torna-ho a provar.
wizard_button,"res.partner.address.label,notify_bottom,end",0,Ok,D'acord
wizard_view,"res.partner.address.label,notify_right",0,Notification,Avís
wizard_view,"res.partner.address.label,notify_right",0,Printer right margin bigger than (right label margin + label width). Try again.,Marge dret de la impressora és més gran que (marge dret de l'etiqueta + amplada etiqueta). Torna-ho a provar.
wizard_button,"res.partner.address.label,notify_right,end",0,Ok,D'acord
wizard_view,"res.partner.address.label,notify_top",0,Notification,Avís
wizard_view,"res.partner.address.label,notify_top",0,Printer top margin bigger than (top label margin + label height). Try again.,Marge superior de la impressora és més gran que (marge superior de l'etiqueta + altura etiqueta). Torna-ho a provar.
wizard_button,"res.partner.address.label,notify_top,end",0,Ok,D'acord
wizard_view,"res.partner.address.label,notify_left",0,Notification,Avís
wizard_view,"res.partner.address.label,notify_left",0,Printer left margin bigger than (left label margin + label width). Try again.,Marge esquerre de la impressora és més gran que (marge esquerre de l'etiqueta + amplada etiqueta). Torna-ho a provar.
wizard_button,"res.partner.address.label,notify_left,end",0,Ok,D'acord
wizard_field,"res.partner.address.label,init,printer_left",0,Left,Esquerre
wizard_field,"res.partner.address.label,init,printer_top",0,Top,Superior
wizard_field,"res.partner.address.label,init,font_size",0,Font Size,Mida lletra
wizard_field,"res.partner.address.label,init,printer_right",0,Right,Dret
wizard_field,"res.partner.address.label,init,label_format",0,Label Format,Format etiqueta
wizard_field,"res.partner.address.label,init,first_col",0,First Column,Primera columna
wizard_field,"res.partner.address.label,init,first_row",0,First Row,Primera fila
wizard_field,"res.partner.address.label,init,font_type",0,Font Type,Tipus lletra
wizard_field,"res.partner.address.label,init,printer_bottom",0,Bottom,Inferior
wizard_view,"res.partner.address.label,init",0,Label Report Options,Opcions impressió d'etiquetes
wizard_view,"res.partner.address.label,init",0,Printer Margins,Marges impressora
wizard_view,"res.partner.address.label,init",0,Label Char Font,Lletra de les etiquetes
wizard_view,"res.partner.address.label,init",0,First Label,Primera etiqueta
wizard_button,"res.partner.address.label,init,end",0,Cancel,Cancel·la
wizard_button,"res.partner.address.label,init,check",0,Print,Imprimeix
